Q Predictions Max,Test Returns Mean,Exploration Rewards Max,Epoch Time (s),Policy mu Min,Log Pis Min,Number of rollouts total,Q Predictions Mean,V Predictions Std,Test Rewards Std,Exploration Returns Min,Epoch,Q Predictions Min,Log Pis Std,Test Actions Std,Train Time (s),Test Returns Min,Exploration Returns Mean,VF Loss,Policy log std Std,V Predictions Max,Exploration Returns Max,Test Returns Std,Test Actions Mean,AverageReturn,Number of train steps total,Test Returns Max,V Predictions Mean,Policy log std Max,Q Predictions Std,Exploration Returns Std,Policy mu Mean,Exploration Rewards Std,Test Actions Max,Num Paths,Policy Loss,Policy mu Std,Exploration Rewards Mean,Policy mu Max,Policy log std Min,Number of env steps total,Exploration Actions Mean,Log Pis Max,Exploration Actions Min,(Previous) Eval Time (s),Total Train Time (s),Exploration Actions Max,Test Rewards Mean,Policy log std Mean,Test Rewards Max,Sample Time (s),Test Actions Min,Exploration Actions Std,Test Rewards Min,V Predictions Min,QF Loss,Exploration Rewards Min,Log Pis Mean
103.422,6.72483221477,20.0,10.660151313990355,0.0127135,-0.801969,6368,100.967,1.11805,0.0,60.0,32,98.3876,0.0911359,0.00471503,9.152308181859553,6.0,113.636363636,0.0425671,0.000634943,104.397,440.0,0.446598785493,0.1013,6.72483221477,32873,7.0,101.822,-0.127497,1.08746,61.0919913324,0.0239029,0.0,0.107208,176,-0.107018,0.00843666,20.0,0.0539751,-0.130697,33000,0.0378697,-0.454479,-0.988495,0.9982134243473411,344.1222675386816,0.995775,1.0,-0.130115,1.0,0.5096297077834606,0.0943508,0.582907,1.0,99.1828,1905.2,20.0,-0.680834
103.972,9.39252336449,20.0,10.635247075930238,0.088657,-1.62243,6548,102.726,0.613319,0.0,60.0,33,101.613,0.172811,0.0138101,9.046088630333543,9.0,110.0,0.145191,0.00200585,105.156,400.0,0.488312167387,-0.0535306,9.39252336449,33873,10.0,103.735,-0.114469,0.52231,62.449979984,0.101147,0.0,-0.0342503,180,-0.191743,0.00549724,20.0,0.117921,-0.123306,34000,0.0960405,-0.330547,-0.989586,1.0706073474138975,354.7084628259763,0.99063,1.0,-0.121082,1.0,0.5185510981827974,-0.0832544,0.589899,1.0,102.42,1921.55,20.0,-0.687193
104.467,4.5067264574,20.0,10.683945033699274,-0.1394,-1.77141,6743,103.403,0.268729,0.0,60.0,34,101.628,0.161358,0.0137541,9.141534230671823,4.0,103.794871795,0.0899862,0.00718981,105.116,360.0,0.499954752724,0.257554,4.5067264574,34873,5.0,104.241,-0.107753,0.440317,58.4935584826,-0.0534243,0.0,0.291974,195,-0.0707101,0.0384227,20.0,-0.00144589,-0.137285,35000,0.00456359,-0.301885,-0.985535,1.0223291665315628,365.4163830168545,0.992876,1.0,-0.120819,1.0,0.5200816364958882,0.247168,0.607353,1.0,102.937,1755.94,20.0,-0.695508
105.793,6.0,20.0,10.73801396600902,0.235934,-1.31107,6914,103.127,0.833157,0.0,60.0,35,100.855,0.294436,0.0027072,9.170280274935067,6.0,116.959064327,0.14289,0.00290463,105.591,720.0,0.0,0.122517,6.0,35873,6.0,103.464,-0.145515,0.98969,78.3162995086,0.265172,0.0,0.12657,171,0.240669,0.0262779,20.0,0.384619,-0.157526,36000,0.0158984,0.0279646,-0.987699,1.046405265107751,376.14999759942293,0.99536,1.0,-0.151002,1.0,0.5213284259662032,0.11924,0.579352,1.0,101.358,1739.34,20.0,-0.617943
105.461,6.23602484472,20.0,10.746168591082096,0.115869,-1.26395,7098,104.082,0.513805,0.0,60.0,36,102.972,0.171908,0.0104837,9.180180249735713,6.0,108.804347826,0.506052,0.000973478,105.332,460.0,0.424637630687,-0.117524,6.23602484472,36873,7.0,104.127,-0.128387,0.561998,64.2234954857,0.127129,0.0,-0.103752,184,0.455247,0.0086247,20.0,0.174875,-0.133605,37000,0.0371967,-0.260213,-0.985786,1.0426786541938782,386.89721058961004,0.989626,1.0,-0.132707,1.0,0.5233096871525049,-0.140716,0.586225,1.0,103.121,1500.98,20.0,-0.673388
105.105,4.0,20.0,10.525620051659644,-0.321075,-1.17328,7273,102.065,1.37836,0.0,40.0,37,99.3289,0.196407,0.00364839,8.960025453940034,4.0,114.171428571,0.0644104,0.00433187,106.22,420.0,0.0,-0.270776,4.0,37873,4.0,102.624,-0.135789,1.19582,68.4211687019,-0.154231,0.0,-0.265701,175,0.108282,0.0464904,20.0,-0.104641,-0.153903,38000,-0.0495559,-0.17792,-0.995056,1.0438458947464824,397.42709376942366,0.988624,1.0,-0.139867,1.0,0.5217487029731274,-0.274907,0.5865,1.0,99.678,1883.18,20.0,-0.674095
104.066,8.09677419355,20.0,10.93159382417798,-0.340515,-1.79467,7458,102.557,0.714315,0.0,60.0,38,100.867,0.356427,0.0017791,9.364785584621131,8.0,108.216216216,0.104218,0.00706267,104.801,440.0,0.295650044836,-0.0620944,8.09677419355,38873,9.0,103.382,-0.132226,0.612494,62.8473634163,-0.283367,0.0,-0.0601888,185,-0.0592707,0.0102726,20.0,-0.272363,-0.162647,39000,-0.0786767,0.0428779,-0.990484,1.0485328426584601,408.34814221505076,0.991875,1.0,-0.147975,1.0,0.5182753968983889,-0.0654297,0.58565,1.0,101.742,1443.57,20.0,-0.642075
107.926,10.7234042553,20.0,10.379603235051036,-0.0702613,-1.01649,7619,104.998,1.1428,0.0,60.0,39,102.061,0.125355,3.72529e-09,8.828626825474203,10.0,123.850931677,0.226757,0.00074894,109.052,560.0,0.553600503458,-0.0315774,10.7234042553,39873,12.0,106.115,-0.128486,1.13288,80.0780838792,-0.0644164,0.0,-0.0315774,161,-0.285773,0.00266487,20.0,-0.0601535,-0.130984,40000,0.0272068,-0.404488,-0.991636,1.038455712608993,418.7452434785664,0.986784,1.0,-0.130305,1.0,0.5125206969678402,-0.0315774,0.58516,1.0,103.18,1394.95,20.0,-0.662827
103.823,9.5619047619,20.0,10.921440032310784,-0.0412267,-0.984572,7816,103.262,0.183103,0.0,60.0,40,102.715,0.105947,0.0118432,9.330802634358406,9.0,101.827411168,0.130178,0.00017657,104.868,400.0,0.496153001053,-0.0505065,9.5619047619,40873,10.0,104.266,-0.130386,0.231206,55.4145490242,-0.0324494,0.0,-0.0398353,197,-0.213087,0.00220935,20.0,-0.0315879,-0.13125,41000,0.0914106,-0.472013,-0.991184,1.0561941396445036,429.66775470227003,0.997306,1.0,-0.131163,1.0,0.5344432583078742,-0.0826813,0.605126,1.0,103.809,1777.35,20.0,-0.6676
104.822,5.98214285714,20.0,10.412022233940661,-0.178701,-1.51136,8018,103.43,0.646176,0.0,60.0,41,102.21,0.13504,0.0165417,8.834028187207878,5.0,99.2079207921,0.402538,0.00240746,105.066,280.0,0.132432115841,0.158194,5.98214285714,41873,6.0,103.527,-0.109831,0.557351,50.1815154386,-0.0688738,0.0,0.18487,202,0.439978,0.0353196,20.0,-0.0368067,-0.121335,42000,-0.147807,-0.375966,-0.997299,1.0578484944999218,440.06852450128645,0.996429,1.0,-0.115897,1.0,0.5201455522328615,0.139303,0.59352,1.0,101.923,2069.92,20.0,-0.695942
105.042,3.0,20.0,11.826131448149681,0.136476,-1.31354,8219,103.307,0.511266,0.0,60.0,42,101.656,0.193357,0.00967808,10.22673752438277,3.0,99.2039800995,0.0813594,0.00133535,105.614,380.0,0.0,-0.508006,3.0,42873,3.0,104.184,-0.126125,0.665867,55.2818484697,0.162497,0.0,-0.499268,201,-0.0873829,0.0207331,20.0,0.212861,-0.132247,43000,-0.00359059,-0.173514,-0.992068,1.0469397120177746,452.00863507110626,0.991949,1.0,-0.130266,1.0,0.5524542117491364,-0.522503,0.614358,1.0,102.9,1392.04,20.0,-0.684623
105.357,5.0,20.0,10.630793079733849,-0.625804,-2.23857,8420,103.991,0.326419,0.0,60.0,43,102.236,0.636632,0.00276015,8.956624910235405,5.0,99.3034825871,0.173884,0.00475384,106.166,300.0,0.0,0.190412,5.0,43873,5.0,105.202,-0.220614,0.715514,46.88837637,-0.558032,0.0,0.195847,201,-0.186446,0.0215581,20.0,-0.512095,-0.24621,44000,0.0352625,0.39092,-0.984483,1.1613171678036451,462.56407544761896,0.99818,1.0,-0.22703,1.0,0.5128510016947985,0.18768,0.605263,1.0,104.27,1949.25,20.0,-0.538314
105.689,4.56363636364,20.0,11.218157573603094,0.189443,-1.98681,8618,102.726,1.23111,0.0,60.0,44,99.8262,0.269947,0.00419193,9.60685215704143,4.0,101.111111111,0.316946,0.000289101,107.037,500.0,0.49593387989,0.245667,4.56363636364,44873,5.0,103.699,-0.14053,1.14884,63.091866464,0.195631,0.0,0.251981,198,-0.115731,0.0062246,20.0,0.21933,-0.141918,45000,0.173007,-0.177029,-0.981007,1.0863578515127301,473.82109878305346,0.994212,1.0,-0.140818,1.0,0.524947565048933,0.24051,0.594368,1.0,100.848,1750.37,20.0,-0.674217
106.705,27.2702702703,20.0,11.058274529874325,0.189062,-1.5159,8797,105.654,0.235302,0.0,60.0,45,104.339,0.279559,0.00539008,9.412232513539493,20.0,108.603351955,0.211551,0.00266174,106.936,460.0,6.22830786377,0.00321808,27.2702702703,45873,48.0,106.256,-0.134096,0.415899,57.3117924428,0.23911,0.0,0.024256,179,0.124352,0.0196707,20.0,0.261669,-0.144841,46000,-0.0870282,-0.131581,-0.994511,1.1258123442530632,484.7987429173663,0.985387,1.0,-0.142373,1.0,0.5202296720817685,-0.000133589,0.586568,1.0,104.985,1616.98,20.0,-0.659629
109.286,4.0,20.0,10.885111823678017,-0.00114748,-1.35737,8993,103.487,1.70227,0.0,40.0,46,99.2154,0.131286,0.0122568,9.306632256135345,4.0,104.795918367,0.0302092,0.000582298,110.144,660.0,0.0,-0.288374,4.0,46873,4.0,104.303,-0.128434,1.71391,68.0895207832,0.0324352,0.0,-0.27588,196,-0.070238,0.0266041,20.0,0.0893656,-0.130708,47000,-0.132012,-0.391293,-0.994501,1.0457083247601986,495.73185962159187,0.994592,1.0,-0.129734,1.0,0.5327712427824736,-0.310092,0.591066,1.0,100.052,1673.29,20.0,-0.691779
105.61,6.0,20.0,10.812975938431919,-0.409955,-1.91192,9176,103.012,0.363692,0.0,60.0,47,101.724,0.389913,0.0124037,9.200589167885482,6.0,109.836065574,0.275795,0.00213842,105.159,460.0,0.0,-0.140688,6.0,47873,6.0,103.326,-0.137591,0.621219,68.1325885919,-0.302765,0.0,-0.126363,183,0.240788,0.0315683,20.0,-0.252645,-0.144909,48000,-0.0708891,0.134196,-0.989665,1.094236965291202,506.5965139027685,0.992031,1.0,-0.142484,1.0,0.5181498052552342,-0.167858,0.588727,1.0,102.48,1726.82,20.0,-0.593956
107.774,4.0,20.0,10.788955660536885,-0.349847,-1.72938,9380,102.763,1.45058,0.0,60.0,48,99.3314,0.233691,0.00719224,9.12029318138957,4.0,97.9411764706,0.370257,0.0024469,108.135,340.0,0.0,0.294736,4.0,48873,4.0,103.124,-0.131663,1.41277,46.5019129966,-0.160107,0.0,0.305151,204,0.2358,0.0326743,20.0,-0.126044,-0.142196,49000,-0.0205588,-0.095845,-0.994964,1.1464475793763995,517.7093293229118,0.992025,1.0,-0.139761,1.0,0.5222148997709155,0.286926,0.612684,1.0,99.0409,1311.32,20.0,-0.673454
104.553,5.0,20.0,11.358309062197804,0.294571,-1.22785,9586,102.783,0.511601,0.0,40.0,49,101.356,0.375364,0.00803015,9.35878423601389,5.0,96.6019417476,0.0623812,0.00851019,104.498,300.0,0.0,0.180788,5.0,49873,5.0,103.338,-0.114492,0.675674,48.4928860373,0.31274,0.0,0.190139,206,0.153807,0.0215898,20.0,0.384223,-0.15525,50000,0.198623,0.0676796,-0.990808,1.4706795625388622,528.7013485962525,0.996852,1.0,-0.137399,1.0,0.5288452636450529,0.166614,0.570717,1.0,101.966,1879.26,20.0,-0.618153
108.631,4.0,20.0,10.572098361328244,0.128759,-0.892399,9781,103.99,1.90495,0.0,60.0,50,98.6869,0.211969,0.015531,8.953197490423918,4.0,102.461538462,0.254454,0.00143306,109.694,400.0,0.0,0.32519,4.0,50873,4.0,105.077,-0.126399,1.97198,54.0663629037,0.177855,0.0,0.348143,195,-0.263249,0.0174704,20.0,0.207259,-0.132997,51000,0.219295,-0.184702,-0.98962,1.1048565665259957,542.7217060029507,0.992034,1.0,-0.131397,1.0,0.5140443043783307,0.308033,0.553954,1.0,100.419,1895.12,20.0,-0.685233
107.165,5.0,20.0,14.377221170812845,0.309559,-1.5574,9965,103.035,1.37317,0.0,60.0,51,99.7791,0.377094,0.00738085,9.304785059764981,5.0,109.347826087,0.147649,0.00437985,107.056,380.0,0.0,-0.183286,5.0,51873,5.0,103.499,-0.14066,1.6654,62.0624571076,0.348898,0.0,-0.173163,184,0.1707,0.0174953,20.0,0.36768,-0.158977,52000,-0.0019882,0.0953937,-0.977762,4.553623399697244,553.6473691994324,0.984586,1.0,-0.150292,1.0,0.5188127113506198,-0.194888,0.595665,1.0,100.71,1388.47,20.0,-0.541821
105.606,4.0,20.0,10.756268660537899,-0.241375,-0.915304,10164,102.97,1.12849,0.0,40.0,52,100.577,0.220623,0.00834654,9.137960713356733,4.0,100.603015075,0.0816726,0.00543482,106.393,320.0,0.0,-0.343215,4.0,52873,4.0,103.455,-0.121214,0.992831,51.3891272836,-0.186205,0.0,-0.334039,199,0.157679,0.0116627,20.0,-0.166764,-0.142325,53000,-0.155173,-0.155986,-0.998382,1.102447702549398,564.4310984788463,0.991932,1.0,-0.136551,1.0,0.5158602446317673,-0.355541,0.577576,1.0,101.039,1514.36,20.0,-0.66509
104.284,5.70454545455,20.0,11.07097912300378,-0.435219,-1.5827,10347,102.484,0.368775,0.0,40.0,53,100.728,0.401461,0.00645465,9.410440276376903,5.0,109.071038251,0.301459,0.00407066,103.737,420.0,0.456246815906,0.159541,5.70454545455,53873,6.0,102.756,-0.147974,0.753595,58.1942327388,-0.367989,0.0,0.166667,183,0.249939,0.0151591,20.0,-0.346853,-0.163391,54000,-0.0729098,0.158973,-0.995707,1.1304176840931177,575.4605269702151,0.995162,1.0,-0.156659,1.0,0.5301211625337601,0.147869,0.597014,1.0,101.722,1241.13,20.0,-0.616223
105.352,3.0,20.0,10.900924178771675,0.141295,-1.20933,10542,103.476,0.243377,0.0,60.0,54,101.231,0.205056,0.0317573,9.289802349172533,3.0,102.564102564,0.269253,0.00330759,105.055,300.0,0.0,0.565749,3.0,54873,3.0,104.391,-0.127684,0.775076,48.6071614813,0.155397,0.0,0.610503,195,-0.153979,0.00819696,20.0,0.167934,-0.14075,55000,0.0183604,-0.231036,-0.991393,1.0894089043140411,586.4109480381012,0.990174,1.0,-0.136915,1.0,0.5217129252851009,0.533876,0.610801,1.0,103.487,2123.76,20.0,-0.668446
108.081,10.3195876289,20.0,10.774549118243158,0.595044,-2.60981,10745,104.432,1.19203,0.0,60.0,55,102.013,0.70945,0.0119611,9.111609331332147,10.0,97.9310344828,0.0798517,0.00935134,108.279,320.0,0.466316819707,-0.0271208,10.3195876289,55873,11.0,105.275,-0.225342,1.30491,53.7248524966,0.641905,0.0,-0.00733336,203,0.159811,0.0508828,20.0,0.803322,-0.266935,56000,-0.0951314,0.665472,-0.995619,1.1393542885780334,597.1208087196574,0.991543,1.0,-0.234256,1.0,0.5235854983329773,-0.0444373,0.611686,1.0,102.442,1481.55,20.0,-0.359937
105.698,7.6641221374,20.0,10.540628027170897,-0.0901823,-1.38418,10948,102.634,1.4988,0.0,60.0,56,99.1507,0.126777,0.0172082,8.940368626266718,7.0,98.9162561576,0.0856278,0.00473922,106.884,360.0,0.472296436588,-0.0615896,7.6641221374,56873,8.0,103.307,-0.131887,1.27017,52.7920717455,-0.0328428,0.0,-0.0407432,203,0.0287464,0.0156022,20.0,-0.00655158,-0.146545,57000,0.048485,-0.443196,-0.993191,1.0752241294831038,607.7005564728752,0.995935,1.0,-0.139375,1.0,0.5250352714210749,-0.0866919,0.602337,1.0,99.2611,1547.65,20.0,-0.683409
104.652,4.0,20.0,11.369027460925281,-0.088861,-1.30483,11116,103.308,0.254286,0.0,60.0,57,102.403,0.122148,0.0226935,9.73564839642495,4.0,119.166666667,0.168242,0.00423697,104.896,420.0,0.0,0.303887,4.0,57873,4.0,103.585,-0.121508,0.292068,68.9842689682,-0.0529223,0.0,0.334573,168,0.276122,0.0277249,20.0,-0.0052584,-0.135445,58000,0.0328376,-0.396312,-0.992777,1.1147580463439226,619.0700376443565,0.990758,1.0,-0.128709,1.0,0.5186210181564093,0.271038,0.585838,1.0,102.752,1494.06,20.0,-0.68378
106.542,5.69318181818,20.0,11.03382000606507,0.24047,-1.665,11298,103.147,1.15906,0.0,60.0,58,99.9095,0.372858,0.0218462,9.39757723081857,5.0,109.89010989,0.398354,0.00175899,106.629,400.0,0.461173270175,0.163936,5.69318181818,58873,6.0,103.882,-0.151261,1.38184,60.9718815664,0.293385,0.0,0.205707,182,-0.130045,0.0444336,20.0,0.401411,-0.156907,59000,-0.0380902,0.0519478,-0.991675,1.1157782934606075,630.1144678452983,0.996649,1.0,-0.154239,1.0,0.5204644817858934,0.135889,0.585585,1.0,101.274,1829.67,20.0,-0.631674
104.522,3.0,20.0,10.700203920714557,0.135912,-0.970473,11500,103.504,0.303657,0.0,60.0,59,102.4,0.228412,0.015362,9.058032758533955,3.0,99.3069306931,0.142284,0.00122717,105.49,360.0,0.0,0.532671,3.0,59873,3.0,104.533,-0.132786,0.422077,50.5172733079,0.191922,0.0,0.555332,202,-0.228659,0.0286299,20.0,0.251158,-0.137439,60000,0.0109404,-0.0850635,-0.993453,1.1273676455020905,640.8258922556415,0.995938,1.0,-0.135376,1.0,0.5148035166785121,0.519479,0.604215,1.0,103.696,1865.89,20.0,-0.66931
107.046,7.1134751773,20.0,10.963279292918742,0.549456,-2.62119,11693,103.494,0.888866,0.0,60.0,60,99.3123,0.654338,0.0051566,9.299551337957382,7.0,101.761658031,0.169801,0.00895384,106.046,400.0,0.317172762766,-0.0816881,7.1134751773,60873,8.0,103.994,-0.197933,1.37542,53.8949773328,0.585978,0.0,-0.075334,193,0.186798,0.0253241,20.0,0.674928,-0.239728,61000,0.120558,0.551247,-0.98926,1.1386913591995835,651.7614759681746,0.99764,1.0,-0.207334,1.0,0.525036595761776,-0.093468,0.586644,1.0,101.389,1459.38,20.0,-0.560634
105.99,4.33333333333,20.0,10.624042271636426,-0.218598,-1.27564,11865,101.82,1.65826,0.0,60.0,61,97.6586,0.152973,0.083848,8.997968922369182,4.0,118.139534884,0.282247,0.00331539,106.11,460.0,0.471404520791,0.310946,4.33333333333,61873,5.0,102.361,-0.124026,1.75906,76.8948485877,-0.105025,0.0,0.439388,172,0.125229,0.024896,20.0,-0.0762973,-0.136344,62000,-0.0216674,-0.323006,-0.992394,1.1114668473601341,662.4112446540967,0.988769,1.0,-0.130698,1.0,0.5146065019071102,0.189986,0.599092,1.0,98.6449,2362.38,20.0,-0.696468
105.829,4.0,20.0,10.999027698300779,0.124399,-1.40068,12068,102.493,1.04703,0.0,40.0,62,99.841,0.314736,0.00333489,9.333603902719915,4.0,98.5221674877,0.0807734,0.0114056,106.053,320.0,0.0,0.310547,4.0,62873,4.0,103.368,-0.125677,1.19451,48.3805038618,0.24146,0.0,0.315333,203,-0.0320298,0.126619,20.0,0.544462,-0.168161,63000,0.0139233,0.200289,-0.983315,1.138264729641378,673.3975178971887,0.991973,1.0,-0.139668,1.0,0.527159065939486,0.306018,0.593463,1.0,101.212,1638.11,20.0,-0.642932
104.4,11.5517241379,20.0,11.295590563677251,0.301371,-2.1981,12258,102.444,0.445269,0.0,60.0,63,100.29,0.412261,0.00874657,9.640523097477853,11.0,105.263157895,0.0893243,0.00299123,104.416,300.0,0.620689655172,0.0325239,11.5517241379,63873,13.0,103.304,-0.146962,0.838496,54.7307688938,0.316323,0.0,0.0540782,190,-0.0745058,0.00612571,20.0,0.327869,-0.157885,64000,-0.0028975,0.0246923,-0.994375,1.125470856204629,684.6549863750115,0.996363,1.0,-0.151832,1.0,0.5295966099947691,0.0240563,0.584993,1.0,102.172,1483.33,20.0,-0.597168
107.498,3.97619047619,20.0,10.835931081324816,-0.0107361,-1.06863,12444,102.603,2.00551,0.0,60.0,64,97.2317,0.113368,0.0184238,9.230015333741903,3.0,107.741935484,0.117457,0.00099821,108.014,420.0,0.152455338986,-0.427856,3.97619047619,64873,4.0,103.572,-0.120832,2.15144,60.4308728379,0.0409134,0.0,-0.412583,186,-0.18575,0.0232329,20.0,0.0934238,-0.125008,65000,-0.0310663,-0.377261,-0.983501,1.0878787776455283,695.5652147708461,0.997935,1.0,-0.123534,1.0,0.5180369699373841,-0.461976,0.601274,1.0,98.7065,1884.98,20.0,-0.676965
105.706,6.0,20.0,10.644487175159156,-0.5704,-2.14421,12634,103.984,0.493176,0.0,40.0,65,101.989,0.533739,0.0193757,8.973706047050655,6.0,104.736842105,0.0448193,0.00241738,106.159,560.0,0.0,-0.120781,6.0,65873,6.0,104.668,-0.1723,0.700713,65.9559997712,-0.440474,0.0,-0.0998298,190,0.0907016,0.0305647,20.0,-0.399128,-0.180529,66000,-0.105382,0.396059,-0.995723,1.1628369493409991,706.1797545515001,0.981688,1.0,-0.177678,1.0,0.5079441787675023,-0.152656,0.603023,1.0,103.44,1847.22,20.0,-0.651874
