Log Pis Min,Test Returns Mean,Test Rewards Min,Policy mu Std,VF Loss,Exploration Actions Max,V Predictions Mean,Log Pis Std,Test Actions Min,Policy mu Max,Policy log std Mean,Log Pis Mean,Test Actions Mean,Policy log std Std,Test Rewards Std,Epoch Time (s),Exploration Returns Mean,AverageReturn,Exploration Rewards Max,Epoch,Exploration Actions Min,Test Actions Max,Q Predictions Max,Train Time (s),Exploration Returns Min,Q Predictions Min,Exploration Actions Std,Exploration Actions Mean,Number of env steps total,Test Returns Std,Exploration Returns Std,Policy mu Min,Q Predictions Mean,V Predictions Std,Q Predictions Std,Policy Loss,Test Rewards Max,Total Train Time (s),Test Actions Std,V Predictions Max,Num Paths,Test Returns Max,Number of rollouts total,Test Rewards Mean,Exploration Rewards Std,Exploration Rewards Min,V Predictions Min,Policy log std Min,Policy log std Max,Policy mu Mean,Number of train steps total,(Previous) Eval Time (s),Log Pis Max,Sample Time (s),Test Returns Min,Exploration Returns Max,Exploration Rewards Mean,QF Loss
-0.919955,24.8780487805,1.0,0.000163342,0.492763,0.992231,-0.000115604,0.223596,-0.00289885,-0.000242541,0.000932093,-0.667031,-0.000874287,0.000174175,0.0,346.4350656121969,27.4585635359,24.8780487805,5.0,0,-0.986211,0.00155447,-0.000643322,338.02977220434695,15.0,-0.00263885,0.600217,0.0357436,1000,4.77899429134,17.6179433938,-0.000943454,-0.00170019,0.00077075,0.000525659,0.493842,1.0,350.86226309929043,0.000799686,0.00156395,181,39.0,181,1.0,0.0,5.0,-0.00157601,0.000750212,0.00170972,-0.000495665,873,0,-0.262612,8.405293407849967,18.0,125.0,5.0,25.0154
-0.915745,12.0238095238,1.0,0.00336356,0.16401,0.989425,23.1676,0.116153,0.0243532,0.00441417,-0.0979291,-0.678082,0.0251875,0.00449079,0.0,401.29683731496334,25.7179487179,12.0238095238,5.0,1,-0.997193,0.0269274,24.5784,387.7355591133237,15.0,21.2953,0.600684,-0.0318063,2000,0.723355120522,13.1849734166,-0.00589124,22.7514,0.51982,0.551639,0.211284,1.0,752.4925998626277,0.000676961,25.0053,195,13.0,376,1.0,0.0,5.0,21.9846,-0.106323,-0.086468,-0.00109582,1873,4.436325560323894,-0.464406,9.124952641315758,11.0,85.0,5.0,62.3844
-1.22841,9.22935779817,1.0,0.00165144,0.0452505,0.990014,27.4159,0.097059,-0.049457,0.0275361,-0.148716,-0.68802,-0.0478432,0.00658518,0.0,399.7488495958969,26.7914438503,9.22935779817,5.0,2,-0.983289,-0.0465268,29.2616,385.7242890903726,15.0,24.1196,0.580429,-0.0171053,3000,0.420419788528,14.2410242508,0.0175224,26.8564,0.825423,0.812227,0.0991548,1.0,1153.3138770284131,0.000913866,29.812,187,10.0,563,1.0,0.0,5.0,24.7802,-0.159264,-0.132568,0.0243975,2873,4.767465444281697,-0.506411,9.25709506124258,9.0,95.0,5.0,114.001
-1.60645,18.0535714286,1.0,0.00119794,0.0339592,0.990948,28.0444,0.139014,-0.00721527,-0.0457192,-0.123613,-0.696119,-0.00665677,0.00183808,0.0,399.4754656655714,29.0697674419,18.0535714286,5.0,3,-0.993804,-0.0064603,29.3638,384.68175722751766,10.0,25.8245,0.592566,0.0468479,4000,2.1910503259,15.7009040605,-0.0498974,27.4696,0.635848,0.62764,0.10586,1.0,1552.0684428131208,0.000171926,29.9779,172,23.0,735,1.0,0.0,5.0,26.3086,-0.126227,-0.116724,-0.0473041,3873,5.83982337731868,-0.430204,8.953885060735047,15.0,105.0,5.0,127.742
-1.158,5.46195652174,1.0,0.000696619,0.0137404,0.986101,29.2795,0.0963608,0.157169,-0.00622308,-0.127597,-0.683851,0.158468,0.00496238,0.0,400.9085980216041,26.3563829787,5.46195652174,5.0,4,-0.99141,0.160608,31.0535,386.2982311155647,15.0,26.5592,0.584739,-0.0276312,5000,0.498550592981,13.3347096157,-0.00870555,28.5303,0.943369,0.941665,-0.0354567,1.0,1955.0954661229625,0.00107477,31.77,188,6.0,923,1.0,0.0,5.0,27.3067,-0.13511,-0.118673,-0.00726771,4873,5.14201389066875,-0.511966,9.468353015370667,5.0,105.0,5.0,149.836
-1.57601,6.0,1.0,0.00265642,0.145253,0.984738,29.0802,0.218169,-0.139404,0.170527,-0.128564,-0.695339,-0.134688,0.0020505,0.0,405.57701534964144,26.5789473684,6.0,5.0,5,-0.997104,-0.132068,29.393,388.64392609894276,15.0,26.598,0.586969,-0.0364147,6000,0.0,12.7271603046,0.155378,28.025,0.665325,0.607973,-0.216905,1.0,2360.962186191231,0.00245881,30.4988,190,6.0,1113,1.0,0.0,5.0,27.5046,-0.132851,-0.122247,0.161118,5873,7.244155405089259,-0.235088,9.688933845609426,6.0,85.0,5.0,138.632
-1.31255,10.0,1.0,0.0042532,0.0333532,0.991402,29.6048,0.207693,-0.0419191,-0.131966,-0.143982,-0.669218,-0.0387773,0.00277013,0.0,403.70227903779596,28.6781609195,10.0,5.0,6,-0.988147,-0.0378559,30.5937,386.5841434840113,15.0,27.3884,0.59846,0.013652,7000,0.507371404963,15.4707690652,-0.147205,28.8611,0.360708,0.459379,-0.0637026,1.0,2765.2916435040534,0.0010588,30.9689,174,11.0,1287,1.0,0.0,5.0,28.352,-0.155328,-0.140595,-0.139692,6873,7.5370952086523175,-0.294728,9.581040345132351,9.0,95.0,5.0,134.375
-2.62346,6.3417721519,1.0,0.00457924,0.0782539,0.996471,29.5579,0.208328,0.11201,-0.0361644,-0.132989,-0.701261,0.112994,0.00107052,0.0,402.3576598353684,25.824742268,6.3417721519,5.0,7,-0.997144,0.114957,32.3486,384.6729218987748,15.0,25.4417,0.597343,0.0504613,8000,0.474303645448,11.4126086082,-0.0598611,28.8946,1.35635,1.26813,0.0827089,1.0,3168.814603504725,0.000633499,33.3391,194,7.0,1481,1.0,0.0,5.0,26.0592,-0.135472,-0.130165,-0.0415991,7873,8.163710446096957,-0.458402,9.521027490496635,6.0,70.0,5.0,118.813
-1.60302,6.06626506024,1.0,0.00189538,0.0310666,0.988199,28.6237,0.177605,-0.120195,0.12493,-0.13617,-0.69232,-0.117321,0.00485462,0.0,404.0990283302963,26.8279569892,6.06626506024,5.0,8,-0.990158,-0.116204,29.3873,385.15078704152256,15.0,26.7388,0.615614,-0.014227,9000,0.248744853278,13.9947176332,0.110816,28.0452,0.375197,0.411935,0.0847701,1.0,3572.1414001304656,0.0010128,29.8657,186,7.0,1667,1.0,0.0,5.0,27.3851,-0.143971,-0.12882,0.114578,8873,9.322502095252275,-0.327025,9.62573919352144,6.0,100.0,5.0,130.895
-1.6608,7.0,1.0,0.00558333,0.0632701,0.990336,28.9513,0.168337,-0.088078,-0.105589,-0.144662,-0.704379,-0.0855901,0.00429379,0.0,406.4555203448981,27.9608938547,7.0,5.0,9,-0.995674,-0.0843268,30.0761,388.5318767996505,15.0,27.0341,0.585841,-0.0265376,10000,0.0,14.9637786614,-0.140418,28.4442,0.45009,0.446434,0.156944,1.0,3977.5840654214844,0.00124719,30.7209,179,7.0,1846,1.0,0.0,5.0,27.5922,-0.148531,-0.130275,-0.116893,9873,8.552811037749052,-0.345956,9.370832507498562,7.0,100.0,5.0,111.311
-0.964778,9.30555555556,1.0,0.00301646,0.0288982,0.992136,29.5951,0.124691,-0.050172,-0.0840033,-0.135557,-0.684928,-0.0472837,0.0037918,0.0,403.0031375894323,27.2131147541,9.30555555556,5.0,10,-0.992368,-0.0462479,29.9781,385.97644134797156,15.0,27.7031,0.592142,0.00737055,11000,0.460642331994,14.5944612079,-0.0959033,28.8491,0.473329,0.459513,-0.0274537,1.0,4381.017617973499,0.00102722,30.7001,183,10.0,2029,1.0,0.0,5.0,28.3985,-0.14171,-0.129629,-0.089405,10873,7.542034941725433,-0.374893,9.484661299735308,9.0,95.0,5.0,146.223
-1.1087,12.1325301205,1.0,0.00328853,0.0176039,0.996253,29.0552,0.119004,0.0233984,-0.043313,-0.135814,-0.669169,0.0249471,0.000714216,0.0,400.6978007555008,29.7023809524,12.1325301205,5.0,11,-0.98681,0.0271529,30.0796,383.2544913776219,15.0,26.7269,0.576657,0.0208707,12000,0.707465940044,17.3865573155,-0.0585407,28.3979,0.461849,0.4631,0.0129529,1.0,4781.762847003527,0.00114331,30.5876,168,13.0,2197,1.0,0.0,5.0,27.443,-0.140115,-0.134183,-0.0482503,11873,7.975752458907664,-0.446648,9.46755691897124,11.0,115.0,5.0,115.476
-1.13584,12.1084337349,1.0,0.00462557,0.031144,0.987818,30.0145,0.113775,-0.0243298,0.0291009,-0.132786,-0.665526,-0.0232747,0.00227786,0.0,403.7703919187188,28.6857142857,12.1084337349,5.0,12,-0.990915,-0.0222478,30.8723,386.08487225696445,15.0,27.3893,0.591931,0.00426259,13000,0.776337527402,17.4352212138,0.00873889,29.214,0.523544,0.5238,-0.0770178,1.0,5185.510709134862,0.000429779,31.663,175,13.0,2372,1.0,0.0,5.0,28.1755,-0.135394,-0.128454,0.0224032,12873,8.015843346714973,-0.479912,9.669676315039396,11.0,110.0,5.0,134.256
-1.17168,5.6875,1.0,0.00331862,0.0476585,0.995313,29.8095,0.111577,-0.17987,-0.0152963,-0.132899,-0.691585,-0.160141,0.00220313,0.0,403.9726777104661,27.2010869565,5.6875,5.0,13,-0.993034,-0.149903,30.7135,386.40052849892527,15.0,27.4847,0.584345,0.0269299,14000,0.463512405443,15.5922151323,-0.0324589,28.9512,0.518568,0.529944,-0.102891,1.0,5589.724081338383,0.00953109,31.5416,184,6.0,2556,1.0,0.0,5.0,28.3775,-0.13807,-0.12755,-0.0212337,13873,7.98644037079066,-0.490232,9.585708840750158,5.0,85.0,5.0,109.556
-1.37504,7.60606060606,1.0,0.017645,0.0802919,0.99817,29.5682,0.220645,-0.0760797,-0.142111,-0.130477,-0.668011,-0.0753456,0.00178824,0.0,405.05027574207634,27.0540540541,7.60606060606,5.0,14,-0.988944,-0.0744212,31.2046,387.0387851912528,10.0,26.635,0.593307,0.0164698,15000,0.488621681715,15.390319783,-0.218529,29.1001,0.861745,0.881887,0.167571,1.0,5992.724556690082,0.000521813,31.4883,185,8.0,2741,1.0,0.0,5.0,27.3107,-0.136114,-0.12652,-0.162588,14873,8.230211796239018,-0.246545,9.781278754584491,7.0,85.0,5.0,118.64
-0.881377,9.31481481481,1.0,0.00427591,0.0403097,0.985561,29.4674,0.123525,-0.0470068,-0.064979,-0.132698,-0.676088,-0.0456788,0.00190969,0.0,403.8671952076256,27.9329608939,9.31481481481,5.0,15,-0.991706,-0.0432707,30.6508,387.8924662200734,15.0,27.1574,0.576314,-0.00754078,16000,0.464442081629,16.9265906856,-0.0878209,28.9692,0.576283,0.577074,0.128968,1.0,6398.346760236658,0.00109918,31.1929,179,10.0,2920,1.0,0.0,5.0,27.5975,-0.135043,-0.125126,-0.075241,15873,6.177722544409335,-0.390398,9.797006443142891,9.0,105.0,5.0,142.549
-1.63841,6.73825503356,1.0,0.00375152,0.025464,0.995458,29.3982,0.140444,0.0969746,-0.0361446,-0.132983,-0.68324,0.101651,0.00131243,0.0,404.21782006695867,27.349726776,6.73825503356,5.0,16,-0.985852,0.105153,30.9008,386.5980726014823,15.0,26.8433,0.582308,0.0296133,17000,0.439584507216,15.3002049142,-0.0488675,28.7358,0.518445,0.521834,0.0260968,1.0,6802.854421654716,0.00310474,31.5073,183,7.0,3103,1.0,0.0,5.0,27.4678,-0.134636,-0.129634,-0.0434244,16873,7.93137195520103,-0.451605,9.688375510275364,6.0,110.0,5.0,117.581
-0.853027,12.6125,1.0,0.0067924,0.038917,0.991098,29.9257,0.122754,0.0124545,0.125215,-0.148267,-0.689202,0.0198339,0.00131779,0.0,406.40122788678855,28.7426900585,12.6125,5.0,17,-0.992779,0.0235913,30.4208,388.71290455013514,15.0,27.6866,0.589612,0.00986865,18000,0.749895826099,17.1772116076,0.0835731,29.055,0.503614,0.506197,-0.117779,1.0,7208.688653226942,0.00323448,31.3002,171,14.0,3274,1.0,0.0,5.0,28.6388,-0.155435,-0.146301,0.101267,17873,8.226074727252126,-0.367973,9.462248609401286,11.0,110.0,5.0,124.954
-0.905021,7.57142857143,1.0,0.00472948,0.0240111,0.997969,29.7139,0.0876642,-0.0792846,0.0248513,-0.14045,-0.668285,-0.0769169,0.00190829,0.0,404.39424016326666,27.8729281768,7.57142857143,5.0,18,-0.99316,-0.0759554,30.1082,387.4798133345321,15.0,27.3148,0.594007,-0.0391663,19000,0.494871659305,15.698484522,0.00978814,28.9697,0.443921,0.452048,-0.0399235,1.0,7613.04243838042,0.000827268,30.8742,181,8.0,3455,1.0,0.0,5.0,27.9766,-0.148403,-0.138712,0.016264,18873,7.6552883218973875,-0.499693,9.25913850683719,7.0,95.0,5.0,133.135
-0.822022,7.0,1.0,0.00437665,0.0812833,0.998808,30.2988,0.120179,0.085834,-0.0675772,-0.132312,-0.677304,0.088696,0.00202151,0.0,403.99477074015886,30.3313253012,7.0,5.0,19,-0.994044,0.0928461,30.6691,386.8038307093084,15.0,27.4284,0.585096,0.0189131,20000,0.0,16.7019905582,-0.0868935,29.3782,0.507665,0.538406,-0.15233,1.0,8017.359238283709,0.00256705,31.6137,166,7.0,3621,1.0,0.0,5.0,28.512,-0.134733,-0.127793,-0.0750249,19873,7.617939160205424,-0.39061,9.573000870645046,7.0,105.0,5.0,146.772
-1.2596,11.8352941176,1.0,0.00357767,0.0186896,0.995834,29.9814,0.143211,-0.0245226,0.110334,-0.14221,-0.661349,-0.0239955,0.000582535,0.0,402.6745406044647,27.2010869565,11.8352941176,5.0,20,-0.983625,-0.0227108,30.8681,385.56096996180713,15.0,27.5061,0.57187,-0.0579488,21000,0.700370638406,14.462011666,0.0850035,29.2041,0.622808,0.665906,-0.0460068,1.0,8420.074987009168,0.000354245,31.3614,184,13.0,3805,1.0,0.0,5.0,28.4534,-0.14486,-0.14112,0.0927802,20873,7.943106351420283,-0.379133,9.170464291237295,11.0,110.0,5.0,118.072
-1.03099,6.68,1.0,0.00430569,0.0423373,0.985155,29.7585,0.108247,-0.10932,-0.00630784,-0.135047,-0.674708,-0.101063,0.00109162,0.0,402.98356056027114,28.0617977528,6.68,5.0,21,-0.996105,-0.0936619,30.5304,385.8925547655672,15.0,27.9844,0.597762,-0.0383682,22000,0.466476151588,16.0942309827,-0.0275774,29.2462,0.42619,0.443404,0.126186,1.0,8822.639386214316,0.0059933,31.0414,178,7.0,3983,1.0,0.0,5.0,28.375,-0.136533,-0.131877,-0.0222758,21873,7.981851132586598,-0.485989,9.109154662117362,6.0,110.0,5.0,161.202
-2.44724,12.65,1.0,0.00648948,0.0547198,0.985768,29.874,0.203584,0.0204667,-0.0907549,-0.13211,-0.689329,0.0213034,0.00149756,0.0,403.4941040016711,28.1920903955,12.65,5.0,22,-0.994061,0.021609,30.5816,386.5627069212496,15.0,27.9224,0.585385,-0.0255746,23000,0.838152730712,14.857414388,-0.109793,29.0528,0.464682,0.471829,-0.0507335,1.0,9225.959549835883,0.00027317,31.1977,177,14.0,4160,1.0,0.0,5.0,28.8007,-0.133755,-0.128546,-0.102094,22873,7.56119136698544,-0.339807,9.370205713436007,11.0,85.0,5.0,128.298
-1.34513,10.03,1.0,0.0020241,0.0220534,0.99863,29.7986,0.114282,0.0388475,0.0232972,-0.131258,-0.674588,0.0404517,0.00108658,0.0,403.0003513842821,27.4450549451,10.03,5.0,23,-0.990592,0.0413654,30.2132,385.7235002601519,15.0,27.7983,0.602788,0.0576672,24000,0.434856298103,14.5135311154,0.0146792,29.0364,0.31267,0.327581,-0.0468584,1.0,9629.929397068918,0.00069596,30.9928,182,11.0,4342,1.0,0.0,5.0,28.7241,-0.132771,-0.129175,0.0198487,23873,7.385593210346997,-0.493917,9.891257913783193,9.0,80.0,5.0,126.037
-1.07532,9.17272727273,1.0,0.00560163,0.085808,0.990505,30.7554,0.103511,0.0472621,0.0414046,-0.127678,-0.68435,0.0489307,0.000646994,0.0,405.8805664172396,26.1518324607,9.17272727273,5.0,24,-0.993586,0.0495391,30.5187,387.9155966164544,15.0,28.8672,0.578577,0.0438163,25000,0.378011325205,13.6421346188,0.0268886,29.8068,0.294824,0.284494,-0.157064,1.0,10035.406059200875,0.000643893,31.5599,191,10.0,4533,1.0,0.0,5.0,29.8412,-0.128367,-0.126695,0.0352969,24873,8.35796329844743,-0.456925,9.607006502337754,9.0,95.0,5.0,139.147
-1.18715,9.65384615385,1.0,0.00295588,0.0218848,0.994309,29.8488,0.114167,-0.0424531,0.0496432,-0.132542,-0.672656,-0.0417663,0.000355081,0.0,406.8798480965197,29.6153846154,9.65384615385,5.0,25,-0.991499,-0.0406183,30.1014,389.002675101161,15.0,28.1691,0.578596,-0.0198486,26000,0.475742956802,15.423028966,0.0369104,29.2004,0.436856,0.396872,0.0341983,1.0,10441.963341771625,0.000407089,30.8146,169,10.0,4702,1.0,0.0,5.0,28.7284,-0.132936,-0.131378,0.0466621,25873,7.952719386667013,-0.444634,9.924453608691692,9.0,85.0,5.0,157.482
-1.18751,14.3142857143,1.0,0.00159459,0.0348508,0.990937,30.8152,0.113436,0.0108979,-0.0358962,-0.135913,-0.674949,0.0152052,0.000997544,0.0,404.2016353160143,29.7590361446,14.3142857143,5.0,26,-0.986519,0.0165435,30.6336,386.8012118395418,15.0,29.0606,0.586515,0.0124704,27000,0.949328441476,16.9140921936,-0.0432199,29.9791,0.28007,0.28011,-0.0997611,1.0,10845.107780178078,0.00145066,31.4552,166,16.0,4868,1.0,0.0,5.0,29.8206,-0.137219,-0.133672,-0.0411583,26873,7.630876385606825,-0.460826,9.769547090865672,13.0,130.0,5.0,86.3377
-1.04278,6.0,1.0,0.00780758,0.0692985,0.991007,30.0125,0.100445,-0.124688,0.016519,-0.129732,-0.677396,-0.120306,0.00057959,0.0,402.77474228758365,30.7878787879,6.0,5.0,27,-0.996646,-0.11367,30.6607,386.6066462714225,15.0,28.3809,0.58586,-0.0753514,28000,0.0,18.4633257711,-0.0101939,29.2147,0.280848,0.339539,-0.0644277,1.0,11248.149850180373,0.00376183,31.3852,165,6.0,5033,1.0,0.0,5.0,29.3145,-0.130444,-0.128291,0.00752756,27873,6.574217044748366,-0.505291,9.593878971412778,6.0,100.0,5.0,105.333
-1.20078,10.5894736842,1.0,0.00502264,0.0114946,0.988246,30.2557,0.161098,0.0273737,-0.105607,-0.133407,-0.682913,0.0314521,0.000678682,0.0,402.7728238282725,28.4090909091,10.5894736842,5.0,28,-0.983347,0.0368112,30.5086,386.35290872398764,15.0,28.7955,0.581634,0.0722636,29000,0.533010058997,17.3294523097,-0.130394,29.5317,0.219089,0.224443,-0.00642026,1.0,11649.712490974925,0.00272693,31.1501,176,12.0,5209,1.0,0.0,5.0,29.4921,-0.134583,-0.132238,-0.11814,28873,6.845755082555115,-0.317389,9.574160021729767,10.0,120.0,5.0,127.436
-1.15911,14.652173913,1.0,0.0106841,0.0272773,0.995642,29.5242,0.118133,-0.0189745,0.0638835,-0.12629,-0.698702,-0.0153824,0.00169811,0.0,401.0536510152742,24.95,14.652173913,5.0,29,-0.991987,-0.0115393,29.983,385.47852924186736,15.0,28.2445,0.58837,-0.0224576,30000,1.17739687024,11.9686047641,0.0264019,28.929,0.240019,0.263718,0.0847218,1.0,12053.502744162455,0.00226296,30.5797,200,17.0,5409,1.0,0.0,5.0,28.86,-0.127539,-0.120718,0.0373924,29873,5.633140695281327,-0.464774,9.941981078125536,13.0,75.0,5.0,133.397
-0.891451,11.4772727273,1.0,0.00754363,0.12614,0.989742,31.1154,0.0936204,0.0252497,0.00599814,-0.132664,-0.681412,0.0315238,0.00112397,0.0,403.21136244758964,25.5958549223,11.4772727273,5.0,30,-0.995335,0.038842,32.0736,385.44510554894805,15.0,29.4232,0.594232,-0.0472789,31000,0.639198232292,12.9679710431,-0.0279531,30.1396,0.340626,0.401516,-0.209513,1.0,12454.596498245373,0.00361435,32.9948,193,13.0,5602,1.0,0.0,5.0,30.4798,-0.136954,-0.131175,-0.0104009,30873,8.39005386736244,-0.50658,9.376203031279147,10.0,80.0,5.0,153.754
-1.32971,9.45283018868,1.0,0.0106776,0.0522567,0.998417,29.5047,0.127258,-0.0512824,0.0405856,-0.131979,-0.679537,-0.0469057,0.00644195,0.0,403.5418539373204,27.7747252747,9.45283018868,5.0,31,-0.988099,-0.0396261,29.3786,387.8476879056543,15.0,27.4316,0.590894,-0.0268679,32000,0.497770036161,15.6496258664,0.00962142,29.0001,0.25036,0.242329,0.134009,1.0,12857.989214948379,0.00363197,29.9194,182,10.0,5784,1.0,0.0,5.0,27.8466,-0.141332,-0.125131,0.0257986,31873,6.264686253853142,-0.457741,9.429479777812958,9.0,115.0,5.0,115.464
-1.4467,11.6395348837,1.0,0.00875727,0.0253452,0.989597,30.1577,0.138373,0.02602,-0.0243474,-0.131358,-0.679833,0.0275761,0.00167801,0.0,402.08250134717673,25.4314720812,11.6395348837,5.0,32,-0.993474,0.0319544,30.1542,386.0800808891654,15.0,28.6096,0.595009,-0.00575005,33000,0.680505808763,12.307053995,-0.0604942,29.4996,0.202671,0.229871,0.0330871,1.0,13261.7808274813,0.00161291,30.9144,197,13.0,5981,1.0,0.0,5.0,29.3146,-0.135439,-0.128951,-0.0408459,32873,6.113537785597146,-0.43501,9.888882672414184,11.0,90.0,5.0,189.712
